event_id,event_name,event_type,event_category,venue_name,area,city,country,latitude,longitude,venue_capacity,venue_transport_score,venue_nearby_bars,venue_parking_spaces,avg_taxi_wait_pre_event_mins,venue_historical_perf_index,event_date,day_of_week,day_of_week_num,month,season,start_hour,start_minute,end_hour,duration_hours,is_weekend,is_public_holiday,is_detty_december,expected_attendance,attendance_fill_rate,pre_book_ride_rate,base_ride_seeking_rate,weather_condition,weather_ride_uplift,weather_att_impact,social_buzz_score,nearby_competing_events,driver_supply_index,fuel_availability_index,road_congestion_index,security_index,power_reliability_index,public_transport_disruption,tube_strike_active,actual_ride_requests,demand_score,demand_level,drivers_needed,optimal_radius_meters,peak_booking_window_mins,driver_acted_on_prediction,driver_feedback_score,is_late_night_end,is_evening_end,weekend_late_night,transport_crowd_pressure,rain_late_night,infrastructure_stress,uk_disruption_score,buzz_capacity_ratio,competition_pressure,driver_supply_gap,log_attendance,end_time_period
EVT10917,Lovebox,Music Festival,Music,AO Arena Manchester,City Centre,Manchester,UK,53.488311,-2.244287,21000,9,40,2000,4,1.086,2023-01-28,Saturday,5,1,Winter,17,45,0,7.7,1,0,0,16027,0.7632,0.164,0.458,Light Rain,1.22,0.94,43.6,3,0.546,1.0,0.75,1.0,1.0,0,0,7186,78.3,Very High,1403,249,19,0,,1,0,1,0.7632,1.22,0.0,0.0,3.9809,0.42,0.454,9.6821,Late Night
EVT12332,Presidential Townhall,Political Rally,Politics,Brixton Academy,Brixton,London,UK,51.465493,-0.115184,5000,9,30,50,5,1.24,2024-08-04,Sunday,6,8,Summer,14,15,17,3.8,1,0,0,2908,0.5816,0.049,0.215,Light Rain,1.22,0.94,47.8,0,0.534,1.0,1.0,1.0,1.0,0,0,827,28.58,Medium,216,111,31,0,,0,0,0,0.5816,0.0,0.0,0.0,5.0224,0.0,0.466,7.9756,Afternoon
EVT09133,Digital Innovation Conference,Conference,Business,MUSON Centre,Onikan,Lagos,Nigeria,6.45562,3.399298,1200,7,5,200,8,1.102,2023-09-17,Sunday,6,9,Rainy,11,45,19,8.2,1,0,0,782,0.6517,0.359,0.554,Humid,1.08,0.97,75.7,3,0.088,1.0,1.0,0.7,1.0,0,0,323,9.55,Low,79,291,41,1,0.631,0,1,0,1.9551,0.0,0.075,0.0,9.3562,0.42,0.912,6.6631,Evening
EVT11963,Notting Hill Carnival,Cultural Festival,Culture,Nativeland Festival Grounds,Lekki,Lagos,Nigeria,6.44044,3.439296,10000,5,3,2000,22,0.947,2024-09-09,Monday,0,9,Rainy,15,45,22,7.7,0,0,0,5790,0.579,0.084,0.233,Light Rain,1.3,0.88,7.5,0,0.147,1.0,1.0,1.0,1.0,0,0,1977,50.6,High,556,414,19,0,,1,0,0,2.895,1.3,0.0,0.0,0.7345,0.0,0.853,8.6641,Night
EVT11444,Nite of a Thousand Laughs,Comedy Show,Entertainment,Old Trafford,Trafford,Manchester,UK,53.463026,-2.290765,74310,8,15,8000,5,1.051,2024-09-07,Saturday,5,9,Autumn,19,45,21,2.4,1,0,0,53941,0.7259,0.155,0.452,Light Rain,1.22,0.94,6.5,1,0.214,1.0,1.0,1.0,1.0,0,0,26707,94.45,Very High,8252,233,27,1,1.0,0,1,0,1.4518,0.0,0.0,0.0,0.5321,0.12,0.786,10.8957,Evening
EVT12770,Carnival After Party,Club Night,Nightlife,International Conference Centre Abuja,CBD,Abuja,Nigeria,9.058205,7.495741,3000,7,5,500,10,0.944,2023-06-30,Friday,4,6,Rainy,22,45,4,6.7,0,0,0,2214,0.738,0.054,0.646,Clear,1.0,1.0,2.8,1,0.523,0.85,0.75,0.85,0.9,0,0,1081,35.14,Medium,328,308,18,1,0.656,1,0,0,2.214,1.0,0.185,0.0,0.3109,0.12,0.477,7.703,Late Night
EVT05797,Half Marathon,Marathon/Run,Sports,National Theatre Lagos,Iganmu,Lagos,Nigeria,6.46312,3.376829,5000,6,3,600,15,1.068,2024-06-29,Saturday,5,6,Rainy,6,30,11,5.7,1,0,0,2757,0.5514,0.121,0.387,Clear,1.0,1.0,76.0,1,0.219,0.7,0.88,1.0,1.0,0,0,712,24.88,Low,124,279,26,0,,0,0,0,2.2056,0.0,0.162,0.0,7.9854,0.12,0.781,7.9223,Midday
EVT00221,We The Fest,Music Festival,Music,Nativeland Festival Grounds,Lekki,Lagos,Nigeria,6.44027,3.44027,10000,5,3,2000,22,0.947,2023-08-18,Friday,4,8,Rainy,14,30,23,9.8,0,0,0,9153,0.9153,0.083,0.371,Partly Cloudy,1.02,1.0,46.4,1,0.44,0.85,0.4,1.0,0.9,0,0,2036,51.37,High,540,537,8,1,0.372,1,0,0,4.5765,1.02,0.27,0.0,4.5444,0.12,0.56,9.1219,Night
EVT01210,Kano Pillars vs Heartland,Football Match,Sports,Tafawa Balewa Square,Lagos Island,Lagos,Nigeria,6.454792,3.394294,50000,8,6,2000,5,1.033,2024-12-14,Saturday,5,12,Harmattan,17,45,19,2.4,1,0,1,36625,0.7325,0.044,0.334,Partly Cloudy,1.02,1.0,60.7,1,0.565,0.9,0.75,1.0,0.75,0,0,10442,84.33,Very High,3015,335,17,1,0.879,0,1,0,1.465,0.0,0.1275,0.0,5.1355,0.12,0.435,10.5085,Evening
EVT02186,Title Fight Night,Boxing/MMA Event,Sports,International Conference Centre Abuja,CBD,Abuja,Nigeria,9.057503,7.494921,3000,7,5,500,10,0.944,2024-01-14,Sunday,6,1,Harmattan,21,15,0,3.9,1,0,0,1953,0.651,0.115,0.33,Clear,1.0,1.0,11.2,0,0.223,1.0,0.88,1.0,1.0,0,0,642,22.62,Low,204,189,12,0,,1,0,1,1.953,1.0,0.042,0.0,1.2435,0.0,0.777,7.5776,Late Night
EVT06396,End of Year Party,New Year Party,Nightlife,Emirates Stadium,Holloway,London,UK,51.555475,-0.10882,60260,9,22,2500,4,0.889,2024-04-03,Wednesday,2,4,Spring,21,45,3,6.3,0,0,0,52181,0.8659,0.113,0.791,Overcast,1.04,0.98,32.8,0,0.481,1.0,0.88,1.0,1.0,0,0,40946,97.78,Very High,8038,284,11,1,1.0,1,0,0,0.8659,1.04,0.0,0.0,2.7319,0.0,0.519,10.8625,Late Night
EVT00721,Ayra Starr Live,Concert,Music,Eko Atlantic City Arena,Eko Atlantic,Lagos,Nigeria,6.411692,3.419784,8000,5,4,1500,20,0.924,2024-08-10,Saturday,5,8,Rainy,19,45,22,3.0,1,0,0,5930,0.7412,0.158,0.367,Partly Cloudy,1.02,1.0,73.9,0,0.358,0.55,1.0,1.0,1.0,0,0,1838,48.96,Medium,407,351,19,1,0.572,1,0,1,3.706,1.02,0.18,0.0,7.3994,0.0,0.642,8.6879,Night
EVT08700,NYE Gala Night,New Year Party,Nightlife,Alexandra Palace,Wood Green,London,UK,51.59325,-0.109475,10500,8,8,1200,6,1.116,2023-02-14,Tuesday,1,2,Winter,21,0,4,7.9,0,0,0,8851,0.843,0.219,0.834,Light Rain,1.22,0.94,,2,0.153,1.0,0.6,1.0,1.0,0,0,11943,85.97,Very High,2921,331,16,1,0.788,1,0,0,1.686,1.22,0.0,0.0,7.5152,0.26,0.847,9.0884,Late Night
EVT12405,Detty December Fest,Music Festival,Music,GTBank Garage Ikeja,Ikeja,Lagos,Nigeria,6.548267,3.348282,4000,6,8,800,15,1.007,2024-12-02,Monday,0,12,Harmattan,15,0,0,9.6,0,0,1,3873,0.9683,0.107,0.373,Humid,1.08,0.97,55.6,2,0.128,1.0,0.55,0.7,0.75,0,0,1588,45.16,Medium,438,257,20,0,,1,0,0,3.8732,1.08,0.2325,0.0,5.9822,0.26,0.872,8.262,Late Night
EVT00399,Voter Mobilisation Drive,Political Rally,Politics,SSE Arena Wembley,Wembley,London,UK,51.551705,-0.280873,12500,9,15,1500,4,0.935,2023-10-08,Sunday,6,10,Autumn,12,30,15,3.1,1,0,0,11327,0.9062,0.021,0.186,Light Rain,1.22,0.94,30.2,0,0.056,1.0,0.88,1.0,1.0,0,0,2121,52.41,High,385,232,13,0,,0,0,0,0.9062,0.0,0.0,0.0,2.8945,0.0,0.944,9.335,Afternoon
EVT14717,Wicked,Theatre Show,Arts,Eko Atlantic City Arena,Eko Atlantic,Lagos,Nigeria,6.412814,3.420109,8000,5,4,1500,20,0.924,2024-09-22,Sunday,6,9,Rainy,19,45,21,2.1,1,0,0,5229,0.6536,0.252,0.567,Clear,1.0,1.0,61.8,2,0.336,0.9,0.75,1.0,0.9,0,0,2228,53.46,High,404,342,26,0,,0,1,0,3.268,0.0,0.1275,0.0,6.1878,0.26,0.664,8.5622,Evening
EVT07984,Street Food Night,Food Festival,Lifestyle,Nativeland Festival Grounds,Lekki,Lagos,Nigeria,6.439146,3.439613,10000,5,3,2000,22,0.947,2023-01-26,Thursday,3,1,Harmattan,15,45,20,5.9,0,0,0,7207,0.7207,0.092,0.357,Clear,1.0,1.0,1.2,2,0.414,0.75,0.85,0.85,0.75,0,0,454,15.47,Low,82,412,16,0,,0,1,0,3.6035,0.0,0.19,0.0,0.1175,0.26,0.586,8.8829,Evening
EVT07240,NYE Gala Night,New Year Party,Nightlife,Barbican Centre,City of London,London,UK,51.520242,-0.093447,2000,9,10,100,5,1.123,2024-10-13,Sunday,6,10,Autumn,23,45,5,6.3,1,0,0,1820,0.91,0.197,0.72,Light Rain,1.22,0.94,84.8,1,0.877,1.0,0.88,1.0,1.0,0,0,2758,58.21,High,581,100,31,0,,1,0,1,0.91,1.22,0.0,0.0,9.8589,0.12,0.123,7.5071,Late Night
EVT12448,End of Year Party,New Year Party,Nightlife,GTBank Garage Ikeja,Ikeja,Lagos,Nigeria,6.547974,3.34828,4000,6,8,800,15,1.007,2023-07-24,Monday,0,7,Rainy,22,45,5,7.6,0,0,0,3454,0.8635,0.227,0.802,Partly Cloudy,1.02,1.0,57.4,0,0.398,0.85,0.7,0.7,1.0,0,0,2629,57.14,High,489,432,31,0,,1,0,0,3.454,1.02,0.24,0.0,6.1758,0.0,0.602,8.1476,Late Night
EVT06858,Eyo Festival,Cultural Festival,Culture,Harbour Point,Victoria Island,Lagos,Nigeria,6.434941,3.426748,2500,7,11,400,10,0.887,2024-08-06,Tuesday,1,8,Rainy,13,15,22,9.7,0,0,0,1791,0.7164,0.039,0.281,Clear,1.0,1.0,55.5,0,0.285,0.7,0.55,0.85,0.9,0,0,100,0.79,Low,32,288,9,0,,1,0,0,2.1492,1.0,0.315,0.0,6.2893,0.0,0.715,7.4911,Night
EVT02200,Wedding Gala Night,Wedding,Private,Lekki Phase 1 Event Park,Lekki,Lagos,Nigeria,6.470278,3.484733,3000,6,14,600,18,0.943,2024-09-28,Saturday,5,9,Rainy,14,0,21,7.4,1,0,0,2478,0.826,0.356,0.607,Light Rain,1.3,0.88,38.2,2,0.419,1.0,1.0,1.0,0.9,0,0,1916,49.88,Medium,384,261,15,1,0.715,0,1,0,3.304,0.0,0.0,0.0,4.2413,0.26,0.581,7.8156,Evening
EVT08885,Detty December Fest,Music Festival,Music,Oval Space,Bethnal Green,London,UK,51.537272,-0.053997,1500,8,20,30,6,1.003,2023-09-24,Sunday,6,9,Autumn,16,0,23,7.6,1,0,0,1272,0.848,0.128,0.401,Light Rain,1.22,0.94,78.9,1,0.293,1.0,0.88,1.0,1.0,0,0,738,25.77,Medium,138,156,17,0,,1,0,1,1.696,1.22,0.0,0.0,9.4901,0.12,0.707,7.1491,Night
EVT02946,Friday Night Sessions,Club Night,Nightlife,Landmark Event Centre,Victoria Island,Lagos,Nigeria,6.434842,3.421325,3000,7,8,500,10,1.038,2024-09-13,Friday,4,9,Rainy,20,0,1,5.2,0,0,0,2070,0.69,0.024,0.636,Light Rain,1.3,0.88,2.4,0,0.345,0.9,0.6,1.0,1.0,0,0,1624,45.69,Medium,392,438,10,1,0.762,1,0,0,2.07,1.3,0.18,0.0,0.2665,0.0,0.655,7.6358,Late Night
EVT09640,NYE Gala Night,New Year Party,Nightlife,Resorts World Arena,NEC,Birmingham,UK,52.452441,-1.725373,16000,8,8,6000,6,1.054,2024-03-14,Thursday,3,3,Spring,20,30,1,5.4,0,0,0,15119,0.9449,0.116,0.679,Drizzle,1.14,0.96,57.4,0,0.523,1.0,0.75,1.0,1.0,0,0,12907,86.94,Very High,2160,275,13,0,,1,0,0,1.8898,1.14,0.0,0.0,5.3743,0.0,0.477,9.6238,Late Night
EVT14874,Wedding Gala Night,Wedding,Private,Tafawa Balewa Square,Lagos Island,Lagos,Nigeria,6.45371,3.393976,50000,8,6,2000,5,1.033,2024-06-18,Tuesday,1,6,Rainy,16,45,22,6.5,0,0,0,42286,0.8457,0.364,0.679,Partly Cloudy,1.02,1.0,33.0,0,0.267,0.7,0.7,1.0,0.75,0,0,22527,92.79,Very High,5364,465,9,1,0.825,1,0,0,1.6914,1.02,0.225,0.0,2.7919,0.0,0.733,10.6522,Night
EVT14229,Eyo Festival,Cultural Festival,Culture,Harbour Point,Victoria Island,Lagos,Nigeria,6.434871,3.426651,2500,7,11,400,10,0.887,2024-07-19,Friday,4,7,Rainy,15,30,22,7.4,0,0,0,1435,0.574,0.051,0.347,Partly Cloudy,1.02,1.0,13.1,2,0.412,0.85,0.5,1.0,0.9,0,0,287,7.87,Low,57,199,13,0,,1,0,0,1.722,1.02,0.235,0.0,1.4845,0.26,0.588,7.2696,Night
EVT01247,Revival Night,Religious Service,Religion,Villa Park,Aston,Birmingham,UK,52.509185,-1.884077,42830,7,20,3000,7,1.052,2023-02-17,Friday,4,2,Winter,11,15,13,2.4,0,0,0,38235,0.8927,0.072,0.201,Clear,1.0,1.0,42.6,0,0.242,1.0,0.75,1.0,1.0,1,0,6384,75.87,Very High,1798,162,24,1,0.652,0,0,0,2.6781,0.0,0.0,0.4,3.6519,0.0,0.758,10.5515,Midday
EVT09633,City-wide Crusade,Religious Service,Religion,Lekki Phase 1 Event Park,Lekki,Lagos,Nigeria,6.469357,3.485386,3000,6,14,600,18,0.943,2024-02-19,Monday,0,2,Harmattan,9,15,12,3.9,0,0,0,1497,0.499,0.057,0.155,Storm,1.8,0.55,7.0,0,0.099,0.6,1.0,1.0,1.0,0,0,228,5.34,Low,44,281,26,0,,0,0,0,1.996,0.0,0.16,0.0,0.7772,0.0,0.901,7.3119,Midday
EVT14689,Headies Awards,Awards Ceremony,Entertainment,Terra Kulture Arena,Victoria Island,Lagos,Nigeria,6.42972,3.423351,800,7,9,100,8,1.079,2023-12-27,Wednesday,2,12,Harmattan,20,30,0,4.5,0,0,1,739,0.9237,0.455,0.699,Clear,1.0,1.0,45.3,0,0.751,0.9,0.85,1.0,0.9,0,0,779,27.1,Medium,197,192,15,1,0.367,1,0,0,2.7711,1.0,0.0925,0.0,5.8939,0.0,0.249,6.6067,Late Night
EVT06914,Munya Chawawa Live,Comedy Show,Entertainment,Manchester Central,City Centre,Manchester,UK,53.475552,-2.242069,10000,9,38,500,4,0.784,2023-02-04,Saturday,5,2,Winter,20,0,22,2.3,1,0,0,8366,0.8366,0.155,0.388,Clear,1.0,1.0,13.0,1,0.437,1.0,0.88,1.0,1.0,0,0,2961,59.94,High,866,209,13,1,0.621,1,0,1,0.8366,1.0,0.0,0.0,1.2732,0.12,0.563,9.0321,Night
EVT01135,We The Fest,Music Festival,Music,Tottenham Hotspur Stadium,Tottenham,London,UK,51.604631,-0.066325,62850,8,30,3000,5,1.017,2024-02-27,Tuesday,1,2,Winter,13,45,23,10.1,0,0,0,46852,0.7455,0.098,0.52,Drizzle,1.14,0.96,93.7,2,0.276,1.0,0.75,1.0,1.0,0,1,30636,95.73,Very High,5541,226,17,1,0.972,1,0,0,1.491,1.14,0.0,0.6,7.7769,0.26,0.724,10.7548,Night
EVT11384,Lagos City Marathon,Marathon/Run,Sports,International Conference Centre Abuja,CBD,Abuja,Nigeria,9.057441,7.49575,3000,7,5,500,10,0.944,2023-07-31,Monday,0,7,Rainy,9,45,13,4.5,0,0,0,1738,0.5793,0.195,0.259,Light Rain,1.3,0.88,39.2,2,0.669,0.85,0.88,0.85,0.6,0,0,453,15.41,Low,82,261,18,1,0.577,0,0,0,1.7379,0.0,0.1395,0.0,4.3523,0.26,0.331,7.4611,Midday
EVT06841,MMA Clash,Boxing/MMA Event,Sports,Alexandra Palace,Wood Green,London,UK,51.59385,-0.108282,10500,8,8,1200,6,1.116,2023-11-25,Saturday,5,11,Autumn,20,30,23,3.3,1,0,0,8240,0.7848,0.117,0.451,Drizzle,1.14,0.96,15.8,4,0.417,1.0,1.0,1.0,1.0,0,0,2861,59.09,High,774,204,18,0,,1,0,1,1.5696,1.14,0.0,0.0,1.5401,0.6,0.583,9.0169,Night
EVT07877,Heritage Exhibition,Exhibition,Arts,Barbican Centre,City of London,London,UK,51.520173,-0.093563,2000,9,10,100,5,1.123,2023-11-19,Sunday,6,11,Autumn,15,45,19,4.3,1,0,0,1303,0.6515,0.09,0.224,Overcast,1.04,0.98,5.5,1,0.228,1.0,0.88,1.0,1.0,0,0,115,1.17,Low,34,83,36,1,0.529,0,1,0,0.6515,0.0,0.0,0.0,0.6394,0.12,0.772,7.1732,Evening
EVT01833,Lagos Food & Drink Fest,Food Festival,Lifestyle,Transcorp Hilton Events,Maitama,Abuja,Nigeria,9.066762,7.482988,2000,8,6,400,8,1.098,2023-01-28,Saturday,5,1,Harmattan,16,45,22,6.7,1,0,0,1058,0.529,0.089,0.357,Clear,1.0,1.0,33.3,1,0.597,0.75,0.88,0.85,1.0,0,0,317,9.26,Low,80,174,9,0,,1,0,1,1.058,1.0,0.1795,0.0,3.8715,0.12,0.403,6.9651,Night
EVT03072,UK Music Awards,Awards Ceremony,Entertainment,Printworks London,Surrey Quays,London,UK,51.494067,-0.04968,6000,7,5,200,10,1.067,2023-10-15,Sunday,6,10,Autumn,18,0,22,4.4,1,0,0,3966,0.661,0.534,0.628,Heavy Rain,1.42,0.85,24.2,1,0.559,1.0,1.0,1.0,1.0,0,0,3121,61.13,High,700,102,13,1,0.695,1,0,1,1.983,1.42,0.0,0.0,2.4949,0.12,0.441,8.2858,Night
EVT07884,Voter Mobilisation Drive,Political Rally,Politics,Balmoral Event Centre,Victoria Island,Lagos,Nigeria,6.435201,3.429814,2000,7,9,300,12,1.005,2023-02-14,Tuesday,1,2,Harmattan,13,30,17,4.7,0,0,0,1536,0.768,0.023,0.143,Clear,1.0,1.0,74.0,0,0.282,0.9,0.7,1.0,0.9,0,0,183,3.46,Low,34,192,13,1,0.771,0,0,0,2.304,0.0,0.145,0.0,8.6032,0.0,0.718,7.3376,Afternoon
EVT09017,The Lion King,Theatre Show,Arts,Etihad Stadium,East Manchester,Manchester,UK,53.483756,-2.201106,53400,8,10,5000,5,0.831,2023-09-20,Wednesday,2,9,Autumn,21,45,23,2.7,0,0,0,40319,0.755,0.393,0.434,Overcast,1.04,0.98,39.9,2,0.394,1.0,0.88,1.0,1.0,1,0,19723,91.51,Very High,4394,195,18,1,0.871,1,0,0,1.51,1.04,0.0,0.4,3.357,0.26,0.606,10.6046,Night
EVT09742,Wicked,Theatre Show,Arts,Eko Atlantic City Arena,Eko Atlantic,Lagos,Nigeria,6.41293,3.419546,8000,5,4,1500,20,0.924,2023-09-20,Wednesday,2,9,Rainy,21,30,23,2.1,0,0,0,5060,0.6325,0.368,0.429,Light Rain,1.3,0.88,62.4,4,0.416,0.9,1.0,1.0,0.9,0,0,1948,50.3,High,356,441,12,1,0.39,1,0,0,3.1625,1.3,0.04,0.0,6.2479,0.6,0.584,8.5293,Night
EVT09081,Heritage Exhibition,Exhibition,Arts,Eko Atlantic City Arena,Eko Atlantic,Lagos,Nigeria,6.412703,3.419576,8000,5,4,1500,20,0.924,2024-09-14,Saturday,5,9,Rainy,13,15,19,6.4,1,0,0,3715,0.4644,0.15,0.293,Clear,1.0,1.0,9.2,1,0.507,0.9,0.88,1.0,0.9,0,0,1089,35.3,Medium,239,262,38,0,,0,1,0,2.322,0.0,0.082,0.0,0.9212,0.12,0.493,8.2204,Evening
EVT06052,Digital Innovation Conference,Conference,Business,Wembley Stadium,Wembley,London,UK,51.556589,-0.279569,90000,9,25,10000,3,1.161,2024-05-26,Sunday,6,5,Spring,11,45,17,6.6,1,0,0,75413,0.8379,0.353,0.419,Clear,1.0,1.0,87.9,1,0.087,1.0,0.88,1.0,1.0,0,0,32576,96.21,Very High,6422,166,37,1,0.851,0,0,0,0.8379,0.0,0.0,0.0,7.0844,0.12,0.913,11.2307,Afternoon
EVT03917,Sunday Crossover Service,Religious Service,Religion,Nativeland Festival Grounds,Lekki,Lagos,Nigeria,6.440272,3.440755,10000,5,3,2000,22,0.947,2024-12-14,Saturday,5,12,Harmattan,9,45,11,2.0,1,0,1,8339,0.8339,0.066,0.202,Humid,1.08,0.97,7.9,3,0.329,1.0,1.0,0.7,0.9,0,0,1212,38.22,Medium,289,402,25,0,,0,0,0,4.1695,0.0,0.075,0.0,0.7737,0.42,0.671,9.0288,Midday
EVT12863,TechConnect Summit,Tech Summit,Business,Eko Hotel & Suites,Victoria Island,Lagos,Nigeria,6.430682,3.421094,5000,7,12,800,8,0.945,2023-11-03,Friday,4,11,Dry,10,45,18,8.2,0,0,0,3876,0.7752,0.531,0.535,Partly Cloudy,1.02,1.0,4.9,1,0.274,1.0,0.5,1.0,0.6,0,0,1937,50.15,High,357,248,48,0,,0,1,0,2.3256,0.0,0.175,0.0,0.5148,0.12,0.726,8.2628,Evening
EVT04376,City-wide Crusade,Religious Service,Religion,SSE Arena Wembley,Wembley,London,UK,51.551696,-0.280064,12500,9,15,1500,4,0.935,2023-01-31,Tuesday,1,1,Winter,11,15,14,3.8,0,0,0,10797,0.8638,0.032,0.285,Overcast,1.04,0.98,3.7,0,0.428,1.0,0.88,1.0,1.0,0,0,4653,69.61,High,913,225,21,1,0.741,0,0,0,0.8638,0.0,0.0,0.0,0.3546,0.0,0.572,9.2871,Afternoon
EVT09069,Heritage Exhibition,Exhibition,Arts,Alexandra Palace,Wood Green,London,UK,51.593892,-0.109272,10500,8,8,1200,6,1.116,2024-10-31,Thursday,3,10,Autumn,14,45,19,5.3,0,0,0,3193,0.3041,0.051,0.266,Clear,1.0,1.0,12.9,1,0.24,1.0,1.0,1.0,1.0,0,0,735,25.67,Medium,153,113,27,1,0.601,0,1,0,0.6082,0.0,0.0,0.0,1.2574,0.12,0.76,8.069,Evening
EVT09552,Charity 10K Run,Marathon/Run,Sports,Abuja Velodrome,Wuse,Abuja,Nigeria,9.070323,7.490446,5000,6,4,800,14,1.085,2023-01-13,Friday,4,1,Harmattan,10,30,14,4.3,0,0,0,4749,0.9498,0.092,0.309,Clear,1.0,1.0,41.4,0,0.869,0.6,0.88,0.85,0.9,0,0,996,33.07,Medium,296,248,31,1,0.71,0,0,0,3.7992,0.0,0.2395,0.0,4.3499,0.0,0.131,8.4659,Afternoon
EVT07351,City People Awards,Awards Ceremony,Entertainment,Warehouse Project,Trafford,Manchester,UK,53.464564,-2.237656,10000,8,12,400,7,1.192,2023-08-04,Friday,4,8,Summer,19,0,23,4.4,0,0,0,8124,0.8124,0.485,0.611,Light Rain,1.22,0.94,52.5,2,0.629,1.0,0.88,1.0,1.0,0,0,6954,77.69,Very High,1567,175,16,0,,1,0,0,1.6248,1.22,0.0,0.0,5.1418,0.26,0.371,9.0027,Night
EVT08449,Championship Boxing,Boxing/MMA Event,Sports,GTBank Garage Ikeja,Ikeja,Lagos,Nigeria,6.547763,3.349664,4000,6,8,800,15,1.007,2023-08-09,Wednesday,2,8,Rainy,20,45,0,4.5,0,0,0,2809,0.7023,0.171,0.302,Humid,1.08,0.97,46.2,1,0.167,0.55,0.7,1.0,1.0,0,0,630,22.2,Low,107,272,16,0,,1,0,0,2.8092,1.08,0.285,0.0,4.9708,0.12,0.833,7.9409,Late Night
EVT01179,Notting Hill Carnival,Cultural Festival,Culture,Etihad Stadium,East Manchester,Manchester,UK,53.483287,-2.199666,53400,8,10,5000,5,0.831,2023-12-24,Sunday,6,12,Winter,15,45,20,5.6,1,0,1,47628,0.8919,0.083,0.339,Clear,1.0,1.0,5.4,1,0.166,1.0,0.75,1.0,1.0,0,0,19688,91.49,Very High,4880,172,24,1,0.892,0,1,0,1.7838,0.0,0.0,0.0,0.4543,0.12,0.834,10.7712,Evening
EVT01761,Heritage Exhibition,Exhibition,Arts,ExCeL London,Royal Docks,London,UK,51.507823,0.034704,15000,8,6,2000,7,0.96,2023-08-02,Wednesday,2,8,Summer,13,30,19,6.9,0,0,0,9876,0.6584,0.078,0.249,Clear,1.0,1.0,40.2,1,0.571,1.0,0.88,1.0,1.0,1,0,2168,52.88,High,452,200,31,0,,0,1,0,1.3168,0.0,0.0,0.4,3.7868,0.12,0.429,9.198,Evening
EVT03886,Afro Nation,Music Festival,Music,Tafawa Balewa Square,Lagos Island,Lagos,Nigeria,6.453688,3.394352,50000,8,6,2000,5,1.033,2023-11-16,Thursday,3,11,Dry,12,45,22,10.1,0,0,0,33626,0.6725,0.132,0.37,Light Rain,1.3,0.88,37.2,2,0.524,1.0,0.7,1.0,0.75,0,0,11569,85.6,Very High,1979,610,14,0,,1,0,0,1.345,1.3,0.105,0.0,3.1473,0.26,0.476,10.4231,Night
EVT02258,Friday Night Sessions,Club Night,Nightlife,Oriental Hotel Lagos,Victoria Island,Lagos,Nigeria,6.427718,3.418903,1500,7,7,250,9,0.954,2023-05-27,Saturday,5,5,Rainy,22,45,3,5.2,1,0,0,960,0.64,0.061,0.688,Clear,1.0,1.0,22.5,3,0.486,1.0,0.75,1.0,1.0,0,0,527,18.42,Low,137,284,9,1,0.522,1,0,1,1.92,1.0,0.0875,0.0,2.7063,0.42,0.514,6.868,Late Night
EVT10855,House & Afrobeats Night,Club Night,Nightlife,Nativeland Festival Grounds,Lekki,Lagos,Nigeria,6.439916,3.440278,10000,5,3,2000,22,0.947,2024-06-09,Sunday,6,6,Rainy,21,0,4,7.0,1,0,0,6649,0.6649,0.031,0.575,Clear,1.0,1.0,5.4,0,0.649,0.85,1.0,1.0,0.9,0,0,5957,74.47,High,1382,637,12,1,0.641,1,0,1,3.3245,1.0,0.06,0.0,0.5289,0.0,0.351,8.8024,Late Night
EVT04043,Headies Awards,Awards Ceremony,Entertainment,New Afrika Shrine,Agege,Lagos,Nigeria,6.533709,3.366078,2000,5,20,100,25,1.247,2024-01-21,Sunday,6,1,Harmattan,20,30,23,3.2,1,0,0,1647,0.8235,0.383,0.701,Clear,1.0,1.0,17.5,1,0.104,0.9,0.75,0.85,0.75,0,0,1230,38.66,Medium,253,306,11,0,,1,0,1,4.1175,1.0,0.165,0.0,2.0346,0.12,0.896,7.4073,Night
EVT04501,Detty December Fest,Music Festival,Music,Emirates Stadium,Holloway,London,UK,51.555439,-0.107758,60260,9,22,2500,4,0.889,2023-04-09,Sunday,6,4,Spring,15,0,23,8.8,1,0,0,47001,0.78,0.137,0.439,Clear,1.0,1.0,25.7,1,0.301,1.0,1.0,1.0,1.0,0,0,16152,89.47,Very High,4523,250,8,1,1.0,1,0,1,0.78,1.0,0.0,0.0,2.1405,0.12,0.699,10.7579,Night
EVT02019,Wedding Gala Night,Wedding,Private,Tottenham Hotspur Stadium,Tottenham,London,UK,51.604439,-0.065858,62850,8,30,3000,5,1.017,2024-07-23,Tuesday,1,7,Summer,16,30,22,6.0,0,0,0,59773,0.951,0.301,0.653,Clear,1.0,1.0,5.7,0,0.163,1.0,1.0,1.0,1.0,0,1,51679,98.82,Very High,9321,238,11,1,1.0,1,0,0,1.902,1.0,0.0,0.6,0.4731,0.0,0.837,10.9983,Night
